RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2023-03-31,2023-05-31,2024-02-29
394698,115,"Huntsville, AL",msa,AL,2023-02-28,0.7,1.0,3.7
395019,116,"Reno, NV",msa,NV,2023-02-28,-0.2,-1.1,-1.6
395116,117,"Springfield, MO",msa,MO,2023-02-28,0.2,0.5,2.8
395195,118,"Visalia, CA",msa,CA,2023-02-28,-0.2,-0.5,-0.1
394746,119,"Killeen, TX",msa,TX,2023-02-28,0.2,0.2,2.8
394338,120,"Asheville, NC",msa,NC,2023-02-28,0.3,0.1,1.3
395244,121,"York, PA",msa,PA,2023-02-28,0.3,0.2,-0.2
395183,122,"Vallejo, CA",msa,CA,2023-02-28,-0.3,-0.9,-3.0
753917,123,"Santa Maria, CA",msa,CA,2023-02-28,0.3,0.8,1.9
395048,124,"Salem, OR",msa,OR,2023-02-28,0.1,0.0,0.0
395050,125,"Salinas, CA",msa,CA,2023-02-28,-0.2,-0.2,-0.3
394502,126,"Corpus Christi, TX",msa,TX,2023-02-28,0.1,-0.8,-2.4
394870,127,"Mobile, AL",msa,AL,2023-02-28,0.9,0.7,1.3
394421,128,"Brownsville, TX",msa,TX,2023-02-28,1.5,1.4,2.6
395051,129,"Salisbury, MD",msa,DE,2023-02-28,0.6,0.9,2.2
395015,130,"Reading, PA",msa,PA,2023-02-28,0.5,1.0,1.5
394658,131,"Gulfport, MS",msa,MS,2023-02-28,0.8,0.8,1.0
394820,132,"Manchester, NH",msa,NH,2023-02-28,0.3,0.5,0.6
394612,133,"Fort Wayne, IN",msa,IN,2023-02-28,0.3,0.5,1.4
394596,134,"Flint, MI",msa,MI,2023-02-28,0.9,1.0,2.6
394327,135,"Anchorage, AK",msa,AK,2023-02-28,0.1,-0.7,-3.6
394972,136,"Peoria, IL",msa,IL,2023-02-28,0.3,-0.3,-2.5
394439,137,"Canton, OH",msa,OH,2023-02-28,0.5,0.2,-0.1
395070,138,"Savannah, GA",msa,GA,2023-02-28,0.7,1.6,3.6
394901,139,"Naples, FL",msa,FL,2023-02-28,0.1,0.0,2.1
395096,140,"Shreveport, LA",msa,LA,2023-02-28,2.2,1.9,-1.7
394372,141,"Beaumont, TX",msa,TX,2023-02-28,1.1,0.3,-1.4
395146,142,"Tallahassee, FL",msa,FL,2023-02-28,1.0,1.2,1.8
394576,143,"Eugene, OR",msa,OR,2023-02-28,0.0,-0.4,-0.1
394520,144,"Davenport, IA",msa,IL,2023-02-28,0.4,-0.2,-2.3
394927,145,"Ocala, FL",msa,FL,2023-02-28,-0.3,-0.6,2.3
394875,146,"Montgomery, AL",msa,AL,2023-02-28,0.7,0.3,-0.3
394679,147,"Hickory, NC",msa,NC,2023-02-28,0.5,0.6,3.3
395164,148,"Trenton, NJ",msa,NJ,2023-02-28,1.2,1.4,0.8
394332,149,"Ann Arbor, MI",msa,MI,2023-02-28,0.4,-0.1,-1.7
394602,150,"Fort Collins, CO",msa,CO,2023-02-28,0.0,-0.4,-1.5
394697,151,"Huntington, WV",msa,OH,2023-02-28,0.2,-0.2,-1.4
394796,152,"Lincoln, NE",msa,NE,2023-02-28,0.3,0.2,-0.6
395033,153,"Rockford, IL",msa,IL,2023-02-28,0.3,0.3,-0.2
394645,154,"Greeley, CO",msa,CO,2023-02-28,0.2,0.1,-0.3
394622,155,"Gainesville, FL",msa,FL,2023-02-28,0.2,0.1,1.3
394405,156,"Boulder, CO",msa,CO,2023-02-28,0.0,-0.2,-1.9
394808,157,"Lubbock, TX",msa,TX,2023-02-28,0.5,0.4,-0.4
395109,158,"Spartanburg, SC",msa,SC,2023-02-28,0.4,0.8,2.8
394646,159,"Green Bay, WI",msa,WI,2023-02-28,0.6,0.6,1.0
395107,160,"South Bend, IN",msa,IN,2023-02-28,0.7,0.8,1.8
394488,161,"Columbus, GA",msa,GA,2023-02-28,0.3,0.0,0.4
394579,162,"Evansville, IN",msa,IN,2023-02-28,0.3,0.1,-0.1
394471,163,"Clarksville, TN",msa,TN,2023-02-28,0.4,0.5,2.3
395028,164,"Roanoke, VA",msa,VA,2023-02-28,0.2,0.3,0.6
394747,165,"Kingsport, TN",msa,TN,2023-02-28,1.4,1.7,3.3
394741,166,"Kennewick, WA",msa,WA,2023-02-28,0.1,0.2,1.2
395229,167,"Wilmington, NC",msa,NC,2023-02-28,0.5,1.2,3.2
394937,168,"Olympia, WA",msa,WA,2023-02-28,0.0,0.1,1.3
394660,169,"Hagerstown, MD",msa,MD,2023-02-28,0.4,0.3,0.6
753875,170,"Crestview, FL",msa,FL,2023-02-28,0.0,-0.1,2.4
394543,171,"Duluth, MN",msa,MN,2023-02-28,0.7,0.5,0.6
395179,172,"Utica, NY",msa,NY,2023-02-28,0.4,0.4,1.2
394803,173,"Longview, TX",msa,TX,2023-02-28,0.9,0.7,0.9
395061,174,"San Luis Obispo, CA",msa,CA,2023-02-28,-0.5,-1.0,-1.7
394851,175,"Merced, CA",msa,CA,2023-02-28,-0.3,-0.7,-0.5
394772,176,"Laredo, TX",msa,TX,2023-02-28,1.4,1.3,-0.2
395197,177,"Waco, TX",msa,TX,2023-02-28,0.1,0.0,2.3
394447,178,"Cedar Rapids, IA",msa,IA,2023-02-28,0.1,-0.2,-1.6
395103,179,"Sioux Falls, SD",msa,SD,2023-02-28,0.3,0.2,0.1
394412,180,"Bremerton, WA",msa,WA,2023-02-28,-0.2,-0.6,0.0
395065,181,"Santa Cruz, CA",msa,CA,2023-02-28,-0.1,0.6,0.5
394572,182,"Erie, PA",msa,PA,2023-02-28,0.5,0.5,-0.3
394483,183,"College Station, TX",msa,TX,2023-02-28,0.9,0.7,-1.1
394732,184,"Kalamazoo, MI",msa,MI,2023-02-28,0.5,0.5,1.0
394323,185,"Amarillo, TX",msa,TX,2023-02-28,0.1,-0.1,-0.3
394924,186,"Norwich, CT",msa,CT,2023-02-28,0.5,0.6,-0.1
394811,187,"Lynchburg, VA",msa,VA,2023-02-28,0.5,0.5,0.6
394348,188,"Atlantic City, NJ",msa,NJ,2023-02-28,1.1,1.8,4.2
394455,189,"Charleston, WV",msa,WV,2023-02-28,0.4,0.0,-1.6
395171,190,"Tuscaloosa, AL",msa,AL,2023-02-28,0.4,-0.1,-0.2
395240,191,"Yakima, WA",msa,WA,2023-02-28,0.3,0.4,2.0
394609,192,"Fort Smith, AR",msa,AR,2023-02-28,1.5,1.9,2.3
394585,193,"Fargo, ND",msa,ND,2023-02-28,0.3,-0.1,-2.6
394334,195,"Appleton, WI",msa,WI,2023-02-28,0.5,0.3,0.0
394387,196,"Binghamton, NY",msa,NY,2023-02-28,0.4,0.2,-0.2
395174,197,"Tyler, TX",msa,TX,2023-02-28,1.0,1.2,1.6
753895,198,"Lafayette, IN",msa,IN,2023-02-28,0.5,0.6,1.0
394378,199,"Bellingham, WA",msa,WA,2023-02-28,-0.4,-0.7,-0.1
395161,200,"Topeka, KS",msa,KS,2023-02-28,0.9,1.5,3.4
394813,201,"Macon, GA",msa,GA,2023-02-28,0.9,1.5,3.9
394519,202,"Daphne, AL",msa,AL,2023-02-28,0.3,0.3,2.6
394681,203,"Hilton Head Island, SC",msa,SC,2023-02-28,0.4,0.8,2.8
394454,204,"Champaign, IL",msa,IL,2023-02-28,0.3,-0.3,-2.2
395030,205,"Rochester, MN",msa,MN,2023-02-28,0.2,0.2,-0.5
394848,206,"Medford, OR",msa,OR,2023-02-28,-0.4,-1.1,-2.3
394773,207,"Las Cruces, NM",msa,NM,2023-02-28,0.4,0.5,1.1
394429,208,"Burlington, VT",msa,VT,2023-02-28,0.8,1.0,1.1
394459,209,"Charlottesville, VA",msa,VA,2023-02-28,-0.1,0.0,-0.4
395247,210,"Yuma, AZ",msa,AZ,2023-02-28,-0.1,0.0,2.5
394765,212,"Lake Havasu City, AZ",msa,AZ,2023-02-28,-0.2,-0.5,2.5
394346,213,"Athens, GA",msa,GA,2023-02-28,0.6,0.9,3.5
394361,214,"Barnstable Town, MA",msa,MA,2023-02-28,0.0,-0.1,0.5
394464,215,"Chico, CA",msa,CA,2023-02-28,-0.5,-1.2,-2.0
394763,216,"Lake Charles, LA",msa,LA,2023-02-28,0.1,-1.2,-6.8
394485,217,"Columbia, MO",msa,MO,2023-02-28,1.2,2.3,3.7
394691,218,"Houma, LA",msa,LA,2023-02-28,1.2,-0.4,-6.0
394623,219,"Gainesville, GA",msa,GA,2023-02-28,0.0,0.0,2.2
394565,220,"Elkhart, IN",msa,IN,2023-02-28,0.4,0.3,0.2
395114,221,"Springfield, IL",msa,IL,2023-02-28,0.2,-0.6,-2.9
394726,222,"Johnson City, TN",msa,TN,2023-02-28,1.6,2.3,4.3
394597,223,"Florence, SC",msa,SC,2023-02-28,0.8,1.1,1.3
394716,224,"Jacksonville, NC",msa,NC,2023-02-28,0.6,1.0,2.9
394680,225,"Hilo, HI",msa,HI,2023-02-28,-0.5,-0.9,-0.1
395118,226,"St. Cloud, MN",msa,MN,2023-02-28,0.3,0.0,-0.6
394380,227,"Bend, OR",msa,OR,2023-02-28,-0.2,-0.1,1.6
394872,228,"Monroe, LA",msa,LA,2023-02-28,-0.6,-1.4,-3.6
395011,229,"Racine, WI",msa,WI,2023-02-28,0.7,0.6,0.4
395009,230,"Punta Gorda, FL",msa,FL,2023-02-28,-0.5,-0.9,1.7
395047,231,"Saginaw, MI",msa,MI,2023-02-28,0.7,0.7,2.5
395202,232,"Warner Robins, GA",msa,GA,2023-02-28,0.6,0.8,1.7
395151,233,"Terre Haute, IN",msa,IN,2023-02-28,0.6,0.8,1.5
395119,234,"St. George, UT",msa,UT,2023-02-28,0.1,0.1,1.0
394386,235,"Billings, MT",msa,MT,2023-02-28,0.6,0.8,1.3
394860,236,"Midland, TX",msa,TX,2023-02-28,0.0,-0.8,-3.6
394539,237,"Dover, DE",msa,DE,2023-02-28,0.1,0.1,0.8
394651,238,"Greenville, NC",msa,NC,2023-02-28,0.5,0.6,2.1
394406,239,"Bowling Green, KY",msa,KY,2023-02-28,0.3,0.4,1.2
394559,240,"El Centro, CA",msa,CA,2023-02-28,0.7,0.3,-0.7
394729,241,"Joplin, MO",msa,MO,2023-02-28,0.9,1.4,3.8
395162,242,"Torrington, CT",msa,CT,2023-02-28,0.4,0.7,0.5
394712,243,"Jackson, TN",msa,TN,2023-02-28,1.9,2.5,4.0
395018,244,"Redding, CA",msa,CA,2023-02-28,-0.3,-0.7,-1.3
394748,245,"Kingston, NY",msa,NY,2023-02-28,0.0,0.8,2.9
395246,246,"Yuba City, CA",msa,CA,2023-02-28,-0.4,-0.9,-1.2
394707,247,"Iowa City, IA",msa,IA,2023-02-28,1.0,1.3,-0.2
394896,248,"Muskegon, MI",msa,MI,2023-02-28,0.6,0.8,2.8
394299,249,"Abilene, TX",msa,TX,2023-02-28,0.5,0.0,-0.6
394944,250,"Oshkosh, WI",msa,WI,2023-02-28,0.4,0.2,-0.1
394428,251,"Burlington, NC",msa,NC,2023-02-28,0.4,0.6,2.4
394960,252,"Panama City, FL",msa,FL,2023-02-28,0.4,0.4,3.1
753869,253,"Bloomington, IL",msa,IL,2023-02-28,0.7,0.9,-0.7
394480,254,"Coeur d'Alene, ID",msa,ID,2023-02-28,0.3,0.5,3.9
394553,255,"East Stroudsburg, PA",msa,PA,2023-02-28,0.1,0.1,4.2
394555,256,"Eau Claire, WI",msa,WI,2023-02-28,0.5,0.5,0.7
395007,257,"Pueblo, CO",msa,CO,2023-02-28,-0.1,-0.3,1.5
394671,258,"Hattiesburg, MS",msa,MS,2023-02-28,0.6,0.2,-1.9
394393,259,"Bloomington, IN",msa,IN,2023-02-28,0.3,0.5,1.5
395210,260,"Waterloo, IA",msa,IA,2023-02-28,0.8,0.9,-0.3
394731,261,"Kahului, HI",msa,HI,2023-02-28,-0.1,-0.2,1.2
394930,262,"Odessa, TX",msa,TX,2023-02-28,0.4,-0.9,-2.8
394392,263,"Blacksburg, VA",msa,VA,2023-02-28,0.4,0.5,1.8
394351,264,"Auburn, AL",msa,AL,2023-02-28,0.8,1.1,1.1
395170,265,"Tupelo, MS",msa,MS,2023-02-28,0.7,0.1,-1.4
395215,266,"Wausau, WI",msa,WI,2023-02-28,0.8,0.4,-1.0
394720,267,"Janesville, WI",msa,WI,2023-02-28,0.8,0.9,1.2
395079,268,"Sebastian, FL",msa,FL,2023-02-28,-0.1,-0.2,1.9
395125,269,"State College, PA",msa,PA,2023-02-28,0.5,0.3,-1.0
394814,270,"Madera, CA",msa,CA,2023-02-28,-0.2,-0.4,0.4
394710,271,"Jackson, MI",msa,MI,2023-02-28,0.4,0.1,0.1
394453,272,"Chambersburg, PA",msa,PA,2023-02-28,0.7,0.8,0.8
394639,273,"Grand Junction, CO",msa,CO,2023-02-28,0.3,0.3,1.0
394703,274,"Idaho Falls, ID",msa,ID,2023-02-28,-0.3,-0.5,2.8
394563,275,"Elizabethtown, KY",msa,KY,2023-02-28,0.3,0.1,0.1
394917,276,"Niles, MI",msa,MI,2023-02-28,0.4,0.3,0.6
394685,277,"Homosassa Springs, FL",msa,FL,2023-02-28,-0.1,-0.2,2.9
394523,278,"Decatur, AL",msa,AL,2023-02-28,,2.0,3.6
394662,279,"Hanford, CA",msa,CA,2023-02-28,0.1,0.2,0.6
394493,280,"Concord, NH",msa,NH,2023-02-28,0.2,0.4,1.7
395223,281,"Wichita Falls, TX",msa,TX,2023-02-28,0.7,0.8,2.4
395066,282,"Santa Fe, NM",msa,NM,2023-02-28,0.1,0.4,1.5
394359,283,"Bangor, ME",msa,ME,2023-02-28,0.8,1.2,3.2
395163,284,"Traverse City, MI",msa,MI,2023-02-28,0.9,1.3,3.6
394314,285,"Alexandria, LA",msa,LA,2023-02-28,0.7,-0.4,-5.0
394873,286,"Monroe, MI",msa,MI,2023-02-28,0.4,0.0,-1.6
394537,287,"Dothan, AL",msa,AL,2023-02-28,1.2,1.4,1.0
394723,288,"Jefferson City, MO",msa,MO,2023-02-28,0.3,0.1,0.2
395152,289,"Texarkana, TX",msa,TX,2023-02-28,1.1,0.6,0.4
394598,290,"Florence, AL",msa,AL,2023-02-28,1.3,1.8,2.6
395182,291,"Valdosta, GA",msa,GA,2023-02-28,0.9,1.0,1.7
394802,292,"London, KY",msa,KY,2023-02-28,0.6,-0.2,-0.3
395193,293,"Vineland, NJ",msa,NJ,2023-02-28,1.7,2.1,2.9
395036,294,"Rocky Mount, NC",msa,NC,2023-02-28,0.6,1.1,3.7
394306,296,"Albany, GA",msa,GA,2023-02-28,0.6,0.9,2.2
395102,297,"Sioux City, IA",msa,IA,2023-02-28,0.6,0.6,0.6
395013,298,"Rapid City, SD",msa,SD,2023-02-28,0.3,0.2,1.4
394800,299,"Logan, UT",msa,UT,2023-02-28,0.1,0.0,2.2
394880,300,"Morristown, TN",msa,TN,2023-02-28,1.6,2.1,4.5
394515,301,"Dalton, GA",msa,GA,2023-02-28,1.1,1.3,2.6
394595,302,"Flagstaff, AZ",msa,AZ,2023-02-28,0.7,1.4,3.2
395232,303,"Winchester, VA",msa,VA,2023-02-28,0.1,-0.1,-0.4
394783,304,"Lebanon, PA",msa,PA,2023-02-28,0.3,-0.1,-0.4
395000,305,"Pottsville, PA",msa,PA,2023-02-28,1.0,1.1,3.2
394879,306,"Morgantown, WV",msa,WV,2023-02-28,0.2,0.3,-2.2
395139,307,"Sumter, SC",msa,SC,2023-02-28,1.1,0.8,0.3
395153,308,"The Villages, FL",msa,FL,2023-02-28,-0.4,-1.2,-1.0
395094,309,"Sherman, TX",msa,TX,2023-02-28,0.9,0.8,2.4
395221,310,"Wheeling, WV",msa,OH,2023-02-28,0.2,-0.5,-2.4
394756,311,"La Crosse, WI",msa,WI,2023-02-28,0.4,0.2,-0.3
394661,312,"Hammond, LA",msa,LA,2023-02-28,1.0,0.3,-2.3
394900,313,"Napa, CA",msa,CA,2023-02-28,-0.2,-0.3,-1.9
394668,314,"Harrisonburg, VA",msa,VA,2023-02-28,0.9,1.0,0.7
394728,315,"Jonesboro, AR",msa,AR,2023-02-28,1.0,0.8,0.5
394442,316,"Carbondale, IL",msa,IL,2023-02-28,0.7,-0.5,-3.2
394577,317,"Eureka, CA",msa,CA,2023-02-28,0.6,0.2,-1.8
395117,318,"Springfield, OH",msa,OH,2023-02-28,0.3,0.1,0.9
394368,319,"Battle Creek, MI",msa,MI,2023-02-28,1.2,1.8,3.4
394307,320,"Albany, OR",msa,OR,2023-02-28,0.0,0.0,0.7
394890,321,"Mount Vernon, WA",msa,WA,2023-02-28,-0.1,-0.3,0.5
394821,322,"Manhattan, KS",msa,KS,2023-02-28,0.8,0.8,0.1
394810,323,"Lumberton, NC",msa,NC,2023-02-28,0.8,1.7,4.9
394390,324,"Bismarck, ND",msa,ND,2023-02-28,0.0,-0.7,-3.4
394727,325,"Johnstown, PA",msa,PA,2023-02-28,1.9,0.7,-0.9
395098,326,"Sierra Vista, AZ",msa,AZ,2023-02-28,0.7,1.1,2.8
394780,327,"Lawton, OK",msa,OK,2023-02-28,0.1,-0.4,-1.2
394719,328,"Jamestown, NY",msa,NY,2023-02-28,0.3,0.8,2.7
394474,329,"Cleveland, TN",msa,TN,2023-02-28,1.1,1.6,3.9
394983,330,"Pittsfield, MA",msa,MA,2023-02-28,0.5,0.9,1.8
394325,331,"Ames, IA",msa,IA,2023-02-28,0.0,-0.4,-1.7
395128,332,"Staunton, VA",msa,VA,2023-02-28,0.8,1.1,0.6
394633,333,"Glens Falls, NY",msa,NY,2023-02-28,0.5,0.7,0.6
394635,334,"Goldsboro, NC",msa,NC,2023-02-28,1.9,2.0,0.3
394588,335,"Farmington, NM",msa,NM,2023-02-28,-0.3,-1.0,-3.2
394905,336,"New Bern, NC",msa,NC,2023-02-28,0.8,1.4,2.8
394353,337,"Augusta, ME",msa,ME,2023-02-28,0.4,0.7,3.4
395054,338,"San Angelo, TX",msa,TX,2023-02-28,1.2,1.3,1.7
395120,339,"St. Joseph, MO",msa,MO,2023-02-28,1.0,1.4,1.8
394778,340,"Lawrence, KS",msa,KS,2023-02-28,0.3,0.1,-0.9
394867,341,"Missoula, MT",msa,MT,2023-02-28,0.2,0.0,1.6
395218,342,"Wenatchee, WA",msa,WA,2023-02-28,0.0,-0.1,1.3
394321,343,"Altoona, PA",msa,PA,2023-02-28,1.3,0.2,-3.8
394824,344,"Mansfield, OH",msa,OH,2023-02-28,0.5,0.4,1.3
